MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,DEST,DEP_DELAY,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,CRS_ARR_M,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Condition,sch_dep,sch_arr,TAXI_OUT,Is_delayed
11,4,1,AS,N431AS,SEA,-5,380,2422,430,425,630,44,36,73,E,3,0,30.37,Fair,35,28,20,0
11,4,1,DL,N172DN,LAX,13,375,2475,420,433,615,44,36,73,E,3,0,30.37,Fair,35,28,15,0
11,4,1,B6,N793JB,TPA,-11,180,1005,447,436,627,44,36,73,E,3,0,30.37,Fair,35,28,10,0
11,4,1,B6,N618JB,RSW,-12,193,1074,449,437,642,44,36,73,E,3,0,30.37,Fair,35,28,28,0
11,4,1,AS,N448AS,PDX,-8,375,2454,445,437,640,44,36,73,E,3,0,30.37,Fair,35,28,27,0
11,4,1,B6,N556JB,JAX,-10,153,828,451,441,604,44,36,73,E,3,0,30.37,Fair,35,28,21,0
11,4,1,B6,N228JB,BTV,-11,75,266,455,444,530,44,36,73,E,3,0,30.37,Fair,35,28,23,0
11,4,1,DL,N321NB,MSY,-5,203,1182,450,445,593,44,36,73,E,3,0,30.37,Fair,35,28,23,0
11,4,1,9E,N298PQ,PIT,-2,106,340,454,452,560,44,36,73,E,3,0,30.37,Fair,35,28,18,0
11,4,1,AS,N927VA,LAX,-3,380,2475,460,457,660,44,36,73,E,3,0,30.37,Fair,35,28,24,0
11,4,1,B6,N368JB,ORD,-9,163,740,467,458,570,44,36,73,E,3,0,30.37,Fair,35,28,16,0
11,4,1,AS,N493AS,SFO,-6,395,2586,465,459,680,44,36,73,E,3,0,30.37,Fair,35,28,20,0
11,4,1,DL,N924AT,CLT,-4,141,541,475,471,616,50,29,44,SE,8,0,30.37,Fair,35,28,13,0
11,4,1,B6,N274JB,BUF,-6,84,301,480,474,564,50,29,44,SE,8,0,30.37,Fair,35,28,15,0
11,4,1,9E,N195PQ,BUF,-5,92,301,479,474,571,50,29,44,SE,8,0,30.37,Fair,35,28,30,0
11,4,1,AA,N575UW,CLT,-10,138,541,485,475,623,50,29,44,SE,8,0,30.37,Fair,35,28,17,0
11,4,1,9E,N8918B,ROC,-4,95,264,479,475,574,50,29,44,SE,8,0,30.37,Fair,35,28,21,0
11,4,1,MQ,N827AE,ORF,-10,86,290,485,475,571,50,29,44,SE,8,0,30.37,Fair,35,28,20,0
11,4,1,AA,N113AN,LAX,-4,380,2475,480,476,680,50,29,44,SE,8,0,30.37,Fair,35,28,18,0
11,4,1,B6,N663JB,FLL,-2,187,1069,480,478,667,50,29,44,SE,8,0,30.37,Fair,35,28,20,0
11,4,1,DL,N333NW,FLL,-7,181,1069,485,478,666,50,29,44,SE,8,0,30.37,Fair,35,28,23,0
11,4,1,B6,N236JB,RDU,-10,104,427,488,478,592,50,29,44,SE,8,0,30.37,Fair,35,28,15,0
11,4,1,DL,N125DU,IAH,-2,253,1417,480,478,673,50,29,44,SE,8,0,30.37,Fair,35,28,24,0
11,4,1,AA,N855NN,ORD,8,174,740,471,479,585,50,29,44,SE,8,0,30.37,Fair,35,28,18,0
11,4,1,DL,N353NW,MIA,-5,192,1089,485,480,677,50,29,44,SE,8,0,30.37,Fair,53,20,23,0
11,4,1,DL,N873DN,PDX,-5,395,2454,485,480,700,50,29,44,SE,8,0,30.37,Fair,53,20,20,0
11,4,1,DL,N898DN,DEN,-4,279,1626,485,481,644,50,29,44,SE,8,0,30.37,Fair,53,20,23,0
11,4,1,DL,N703TW,SAN,-4,377,2446,485,481,682,50,29,44,SE,8,0,30.37,Fair,53,20,27,0
11,4,1,DL,N367NW,MCO,-3,176,944,485,482,661,50,29,44,SE,8,0,30.37,Fair,53,20,15,0
11,4,1,DL,N877DN,SJU,-3,234,1598,485,482,779,50,29,44,SE,8,0,30.37,Fair,53,20,24,0
11,4,1,DL,N707TW,LAS,-3,354,2248,485,482,659,50,29,44,SE,8,0,30.37,Fair,53,20,12,0
11,4,1,DL,N928AT,TPA,-2,180,1005,485,483,665,50,29,44,SE,8,0,30.37,Fair,53,20,16,0
11,4,1,AA,N802NN,MIA,-5,196,1089,490,485,686,50,29,44,SE,8,0,30.37,Fair,53,20,20,0
11,4,1,DL,N924DZ,PHX,0,334,2153,485,485,699,50,29,44,SE,8,0,30.37,Fair,53,20,25,0
11,4,1,DL,N3750D,SJC,-8,399,2569,495,487,714,50,29,44,SE,8,0,30.37,Fair,53,20,27,0
11,4,1,9E,N295PQ,RDU,-2,110,427,490,488,600,50,29,44,SE,8,0,30.37,Fair,53,20,19,0
11,4,1,9E,N927XJ,CLE,-3,122,425,492,489,614,50,29,44,SE,8,0,30.37,Fair,53,20,23,0
11,4,1,DL,N721TW,SFO,-1,405,2586,495,494,720,50,29,44,SE,8,0,30.37,Fair,53,20,17,0
11,4,1,B6,N592JB,SLC,-9,321,1990,505,496,706,50,29,44,SE,8,0,30.37,Fair,53,20,22,0
11,4,1,DL,N171DZ,LAX,-3,385,2475,500,497,705,50,29,44,SE,8,0,30.37,Fair,53,20,15,0
11,4,1,B6,N981JT,SAN,-11,376,2446,510,499,706,50,29,44,SE,8,0,30.37,Fair,53,20,16,0
11,4,1,DL,N676DL,ATL,-5,155,760,510,505,665,50,29,44,SE,8,0,30.37,Fair,53,20,13,0
11,4,1,9E,N232PQ,DFW,-4,265,1391,510,506,715,50,29,44,SE,8,0,30.37,Fair,53,20,14,0
11,4,1,AA,N176AA,LAS,-2,358,2248,509,507,687,50,29,44,SE,8,0,30.37,Fair,53,20,19,0
11,4,1,9E,N937XJ,DCA,-4,87,213,515,511,602,50,29,44,SE,8,0,30.37,Fair,53,20,24,0
11,4,1,9E,N8980A,BWI,-6,81,184,520,514,601,50,29,44,SE,8,0,30.37,Fair,53,20,27,0
11,4,1,OO,N288SY,BNA,-4,164,765,520,516,624,50,29,44,SE,8,0,30.37,Fair,53,20,11,0
11,4,1,B6,N964JT,SEA,-7,382,2422,525,518,727,50,29,44,SE,8,0,30.37,Fair,53,20,14,0
11,4,1,B6,N949JT,MCO,38,176,944,480,518,656,50,29,44,SE,8,0,30.37,Fair,53,20,16,1
11,4,1,DL,N906AT,CHS,-1,140,636,523,522,663,50,29,44,SE,8,0,30.37,Fair,53,20,16,0
11,4,1,B6,N993JE,LAX,9,379,2475,515,524,714,50,29,44,SE,8,0,30.37,Fair,53,20,12,0
11,4,1,9E,N133EV,IAD,3,82,228,535,538,617,52,31,45,SSE,8,0,30.38,Fair,53,20,14,0
11,4,1,9E,N292PQ,BOS,-8,80,187,550,542,630,52,31,45,SSE,8,0,30.38,Fair,35,20,16,0
11,4,1,9E,N131EV,SAV,-7,145,718,550,543,695,52,31,45,SSE,8,0,30.38,Fair,35,20,16,0
11,4,1,B6,N516JB,SJU,-5,232,1598,550,545,842,52,31,45,SSE,8,0,30.38,Fair,35,20,25,0
11,4,1,AA,N109NN,LAX,-4,383,2475,555,551,758,52,31,45,SSE,8,0,30.38,Fair,35,20,16,0
11,4,1,AS,N549AS,SJC,-8,390,2569,560,552,770,52,31,45,SSE,8,0,30.38,Fair,35,20,19,0
11,4,1,B6,N976JT,SFO,-8,397,2586,562,554,779,52,31,45,SSE,8,0,30.38,Fair,35,20,14,0
11,4,1,B6,N709JB,SRQ,-10,184,1041,568,558,752,52,31,45,SSE,8,0,30.38,Fair,35,20,15,0
11,4,1,DL,N303DN,AUS,-1,254,1521,563,562,757,52,31,45,SSE,8,0,30.38,Fair,35,20,16,0
11,4,1,9E,N906XJ,DTW,-5,128,509,569,564,697,52,31,45,SSE,8,0,30.38,Fair,35,20,25,0
11,4,1,AS,N408AS,SFO,-4,395,2586,570,566,785,52,31,45,SSE,8,0,30.38,Fair,35,20,16,0
11,4,1,9E,N980EV,ORF,-11,88,290,580,569,668,52,31,45,SSE,8,0,30.38,Fair,35,20,21,0
11,4,1,B6,N712JB,AUS,71,254,1521,502,573,696,52,31,45,SSE,8,0,30.38,Fair,35,20,13,1
11,4,1,YX,N239JQ,CMH,-4,115,483,580,576,695,52,31,45,SSE,8,0,30.38,Fair,35,20,19,0
11,4,1,B6,N519JB,MCO,16,176,944,560,576,736,52,31,45,SSE,8,0,30.38,Fair,35,20,18,1
11,4,1,DL,N713TW,SFO,-2,400,2586,580,578,800,52,31,45,SSE,8,0,30.38,Fair,35,20,15,0
11,4,1,9E,N921XJ,ORD,-1,167,740,580,579,687,52,31,45,SSE,8,0,30.38,Fair,35,20,21,0
11,4,1,B6,N943JT,LAX,101,376,2475,480,581,676,52,31,45,SSE,8,0,30.38,Fair,35,20,35,1
11,4,1,9E,N923XJ,IND,-3,142,665,585,582,727,52,31,45,SSE,8,0,30.38,Fair,35,20,19,0
11,4,1,OO,N265SY,RIC,-6,98,288,597,591,695,54,32,43,S,13,0,30.38,Partly Cloudy,35,20,17,0
11,4,1,DL,N171DN,LAX,-2,380,2475,595,593,795,54,32,43,S,13,0,30.38,Partly Cloudy,35,20,18,0
11,4,1,B6,N249JB,BUF,-5,85,301,599,594,684,54,32,43,S,13,0,30.38,Partly Cloudy,35,20,14,0
11,4,1,9E,N835AY,PWM,29,77,273,570,599,647,54,32,43,S,13,0,30.38,Partly Cloudy,35,20,30,1
11,4,1,B6,N789JB,PBI,-6,180,1028,605,599,785,54,32,43,S,13,0,30.38,Partly Cloudy,35,20,19,0
11,4,1,HA,N393HA,HNL,0,675,4983,600,600,975,54,32,43,S,13,0,30.38,Partly Cloudy,18,23,19,0
11,4,1,B6,N980JT,LAX,-6,376,2475,608,602,804,54,32,43,S,13,0,30.38,Partly Cloudy,18,23,22,0
11,4,1,B6,N2002J,FLL,14,188,1069,590,604,778,54,32,43,S,13,0,30.38,Partly Cloudy,18,23,18,0
11,4,1,MQ,N818AE,CLE,-12,116,425,629,617,745,54,32,43,S,13,0,30.38,Partly Cloudy,18,23,29,0
11,4,1,9E,N132EV,BOS,-5,76,187,629,624,705,54,32,43,S,13,0,30.38,Partly Cloudy,18,23,31,0
11,4,1,B6,N633JB,BUR,3,376,2465,637,640,833,54,32,43,S,13,0,30.38,Partly Cloudy,18,23,17,0
11,4,1,B6,N973JT,MCO,-9,175,944,660,651,835,54,35,49,S,9,0,30.37,Partly Cloudy,18,23,15,0
11,4,1,AA,N108NN,LAX,-6,378,2475,660,654,858,54,35,49,S,9,0,30.37,Partly Cloudy,18,23,24,0
11,4,1,AA,N991NN,PHX,5,346,2153,651,656,877,54,35,49,S,9,0,30.37,Partly Cloudy,18,23,16,0
11,4,1,AA,N117AN,SFO,-2,394,2586,660,658,874,54,35,49,S,9,0,30.37,Partly Cloudy,18,23,22,0
11,4,1,B6,N991JT,SFO,-1,393,2586,659,658,872,54,35,49,S,9,0,30.37,Partly Cloudy,18,23,18,0
11,4,1,9E,N8928A,SYR,-2,80,209,660,658,740,54,35,49,S,9,0,30.37,Partly Cloudy,18,23,25,0
11,4,1,DL,N847DN,LAS,4,344,2248,659,663,823,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,22,0
11,4,1,B6,N239JB,BOS,-13,70,187,677,664,747,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,18,0
11,4,1,DL,N937AT,MSP,-5,187,1029,669,664,796,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,20,0
11,4,1,AA,N355PU,MIA,0,193,1089,665,665,858,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,22,0
11,4,1,DL,N884DN,SLC,0,319,1990,670,670,869,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,18,0
11,4,1,DL,N706TW,SFO,-8,396,2586,685,677,901,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,15,0
11,4,1,DL,N802DN,SEA,3,384,2422,675,678,879,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,18,0
11,4,1,AS,N293AK,LAX,-8,380,2475,690,682,890,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,20,0
11,4,1,B6,N228JB,PBI,-6,181,1028,689,683,870,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,15,0
11,4,1,DL,N358NW,MIA,-5,184,1089,689,684,873,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,16,0
11,4,1,B6,N506JB,FLL,-4,188,1069,690,686,878,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,13,0
11,4,1,AS,N474AS,SFO,-4,395,2586,690,686,905,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,34,0
11,4,1,DL,N361NW,FLL,-3,183,1069,689,686,872,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,32,0
11,4,1,DL,N372DN,MCO,5,170,944,685,690,855,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,29,0
11,4,1,YX,N868RW,DCA,26,75,213,665,691,740,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,32,1
11,4,1,OO,N272SY,BUF,-4,93,301,700,696,793,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,36,0
11,4,1,DL,N942AT,CLT,-8,135,541,705,697,840,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,24,0
11,4,1,DL,N175DN,LAX,-5,378,2475,705,700,903,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,26,0
11,4,1,DL,N370NW,TPA,-6,168,1005,708,702,876,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,31,0
11,4,1,9E,N538CA,RDU,-1,107,427,705,704,812,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,37,0
11,4,1,YX,N102HQ,DCA,-6,80,213,713,707,793,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,27,0
11,4,1,DL,N801DZ,SJU,3,223,1598,705,708,988,54,35,49,S,9,0,30.37,Partly Cloudy,32,21,32,0
11,4,1,B6,N983JT,LAX,-9,373,2475,720,711,913,54,37,53,S,9,0,30.34,Partly Cloudy,32,21,31,0
11,4,1,DL,N104DU,JAX,203,163,828,510,713,673,54,37,53,S,9,0,30.34,Partly Cloudy,32,21,31,1
11,4,1,B6,N184JB,ROC,-12,77,264,725,713,802,54,37,53,S,9,0,30.34,Partly Cloudy,32,21,30,0
11,4,1,DL,N362NW,ATL,15,151,760,700,715,851,54,37,53,S,9,0,30.34,Partly Cloudy,32,21,30,0
11,4,1,B6,N274JB,BTV,-8,72,266,730,722,802,54,37,53,S,9,0,30.34,Partly Cloudy,23,27,26,0
11,4,1,AA,N111ZM,LAX,-14,380,2475,750,736,950,54,37,53,S,9,0,30.34,Partly Cloudy,23,27,25,0
11,4,1,9E,N186PQ,CLE,0,116,425,740,740,856,54,37,53,S,9,0,30.34,Partly Cloudy,23,27,23,0
11,4,1,AA,N189UW,CLT,0,122,541,743,743,865,54,37,53,S,9,0,30.34,Partly Cloudy,23,27,23,0
11,4,1,YX,N207JQ,BOS,-3,84,187,749,746,833,54,37,53,S,9,0,30.34,Partly Cloudy,23,27,21,0
11,4,1,9E,N8946A,BTV,-5,80,266,755,750,835,54,37,53,S,9,0,30.34,Partly Cloudy,23,27,17,0
11,4,1,B6,N834JB,FLL,-2,184,1069,755,753,939,54,37,53,S,9,0,30.34,Partly Cloudy,23,27,15,0
11,4,1,DL,N122DU,DTW,-6,123,509,779,773,902,56,35,45,S,15,0,30.33,Partly Cloudy,23,27,18,0
11,4,1,B6,N236JB,BOS,-4,69,187,780,776,849,56,35,45,S,15,0,30.33,Partly Cloudy,23,27,11,0
11,4,1,9E,N937XJ,ORD,-3,167,740,780,777,887,56,35,45,S,15,0,30.33,Partly Cloudy,23,27,28,0
11,4,1,9E,N133EV,DCA,12,83,213,770,782,853,56,35,45,S,15,0,30.33,Partly Cloudy,25,43,22,0
11,4,1,9E,N933XJ,RDU,-3,113,427,787,784,900,56,35,45,S,15,0,30.33,Partly Cloudy,25,43,23,0
11,4,1,AS,N253AK,LAX,-6,380,2475,805,799,1005,56,35,45,S,15,0,30.33,Partly Cloudy,25,43,21,0
11,4,1,AA,N346AN,MIA,51,192,1089,749,800,941,56,35,45,S,15,0,30.33,Partly Cloudy,25,43,15,1
11,4,1,B6,N627JB,IAH,19,250,1417,786,805,976,56,35,45,S,15,0,30.33,Partly Cloudy,25,43,13,1
11,4,1,9E,N166PQ,DFW,-3,252,1391,810,807,1002,56,35,45,S,15,0,30.33,Partly Cloudy,25,43,41,0
11,4,1,OO,N262SY,BUF,-3,90,301,810,807,900,56,35,45,S,15,0,30.33,Partly Cloudy,25,43,14,0
11,4,1,AA,N989AN,CLT,-2,129,541,811,809,940,56,35,45,S,15,0,30.33,Partly Cloudy,25,43,18,0
11,4,1,DL,N924AT,CHS,-2,134,636,820,818,954,56,35,45,S,15,0,30.33,Partly Cloudy,25,43,24,0
11,4,1,AA,N801NN,PHX,8,345,2153,810,818,1035,56,35,45,S,15,0,30.33,Partly Cloudy,25,43,21,0
11,4,1,B6,N584JB,FLL,-6,187,1069,826,820,1013,56,35,45,S,15,0,30.33,Partly Cloudy,25,43,18,0
11,4,1,9E,N980EV,BWI,-6,75,184,835,829,910,56,35,45,S,15,0,30.33,Partly Cloudy,25,43,27,0
11,4,1,MQ,N928AE,BNA,-7,162,765,840,833,942,54,36,51,S,15,0,30.32,Mostly Cloudy,25,43,17,0
11,4,1,9E,N835AY,IAD,21,82,228,815,836,897,54,36,51,S,15,0,30.32,Mostly Cloudy,25,43,23,1
11,4,1,B6,N556JB,SJU,-5,229,1598,846,841,1135,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,11,0
11,4,1,DL,N923DZ,DEN,4,275,1626,845,849,1000,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,14,0
11,4,1,B6,N630JB,CHS,-7,131,636,856,849,987,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,11,0
11,4,1,DL,N185DN,LAX,23,374,2475,830,853,1024,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,12,1
11,4,1,B6,N638JB,TPA,-1,179,1005,856,855,1035,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,12,0
11,4,1,B6,N794JB,PBI,-5,180,1028,869,864,1049,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,13,0
11,4,1,B6,N946JL,LAX,-5,375,2475,869,864,1064,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,12,0
11,4,1,AA,N106NN,LAX,-5,378,2475,870,865,1068,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,17,0
11,4,1,B6,N659JB,JAX,-4,151,828,877,873,1028,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,17,0
11,4,1,MQ,N804AE,PIT,-6,103,340,883,877,986,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,18,0
11,4,1,9E,N132EV,CLE,-5,124,425,882,877,1006,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,22,0
11,4,1,B6,N618JB,ATL,-5,156,760,885,880,1041,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,17,0
11,4,1,AA,N963AN,DFW,-2,252,1391,883,881,1075,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,20,0
11,4,1,B6,N281JB,SAV,-6,141,718,888,882,1029,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,14,0
11,4,1,DL,N971AT,JAX,-5,163,828,895,890,1058,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,20,0
11,4,1,DL,N906AT,CLT,-5,141,541,895,890,1036,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,24,0
11,4,1,9E,N8918B,BTV,-5,90,266,895,890,985,54,36,51,S,15,0,30.32,Mostly Cloudy,29,36,18,0
11,4,1,9E,N927EV,ORF,-4,94,290,895,891,989,54,38,55,S,18,0,30.31,Mostly Cloudy,29,36,13,0
11,4,1,YX,N202JQ,CMH,-4,122,483,895,891,1017,54,38,55,S,18,0,30.31,Mostly Cloudy,29,36,21,0
11,4,1,B6,N637JB,MSY,-8,211,1182,900,892,1051,54,38,55,S,18,0,30.31,Mostly Cloudy,29,36,13,0
11,4,1,9E,N8928A,RIC,-12,99,288,905,893,1004,54,38,55,S,18,0,30.31,Mostly Cloudy,29,36,20,0
11,4,1,9E,N914XJ,SAV,2,146,718,892,894,1038,54,38,55,S,18,0,30.31,Mostly Cloudy,29,36,22,0
11,4,1,DL,N860DN,LAS,-5,353,2248,899,894,1072,54,38,55,S,18,0,30.31,Mostly Cloudy,29,36,13,0
11,4,1,OO,N284SY,PIT,-4,113,340,899,895,1012,54,38,55,S,18,0,30.31,Mostly Cloudy,29,36,11,0
11,4,1,B6,N368JB,BUF,8,84,301,889,897,973,54,38,55,S,18,0,30.31,Mostly Cloudy,29,36,14,0
11,4,1,DL,N810DN,ATL,3,159,760,899,902,1058,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,15,0
11,4,1,DL,N340NW,ATL,71,150,760,833,904,983,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,16,1
11,4,1,DL,N367NW,MIA,-3,192,1089,919,916,1111,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,16,0
11,4,1,MQ,N849AE,IND,-8,153,665,924,916,1077,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,13,0
11,4,1,B6,N929JB,SFO,-10,404,2586,930,920,1154,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,11,0
11,4,1,MQ,N830AE,ORF,-8,90,290,930,922,1020,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,18,0
11,4,1,9E,N131EV,DCA,-5,101,213,929,924,1030,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,14,0
11,4,1,YX,N441YX,CMH,-5,119,483,929,924,1048,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,15,0
11,4,1,B6,N998JE,SJU,-4,233,1598,929,925,1222,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,12,0
11,4,1,DL,N192DN,LAX,-3,383,2475,930,927,1133,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,20,0
11,4,1,OO,N269SY,BNA,-1,170,765,929,928,1039,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,25,0
11,4,1,DL,N312DN,MCO,-1,180,944,929,928,1109,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,23,0
11,4,1,AA,N795AN,MIA,-1,197,1089,930,929,1127,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,20,0
11,4,1,B6,N265JB,BOS,-3,75,187,936,933,1011,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,19,0
11,4,1,9E,N923XJ,BOS,-4,97,187,940,936,1037,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,20,0
11,4,1,DL,N928AT,TPA,-7,183,1005,950,943,1133,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,15,0
11,4,1,B6,N923JB,LAX,-12,381,2475,960,948,1161,54,38,55,S,18,0,30.31,Mostly Cloudy,29,37,20,0
11,4,1,DL,N323US,FLL,-7,193,1069,958,951,1151,53,39,59,S,16,0,30.31,Mostly Cloudy,29,37,18,0
11,4,1,AA,N315PE,LAS,-3,363,2248,959,956,1142,53,39,59,S,16,0,30.31,Mostly Cloudy,29,37,23,0
11,4,1,DL,N342NB,MSY,-4,208,1182,960,956,1108,53,39,59,S,16,0,30.31,Mostly Cloudy,29,37,24,0
11,4,1,OO,N272SY,ORD,-3,183,740,960,957,1083,53,39,59,S,16,0,30.31,Mostly Cloudy,29,37,27,0
11,4,1,DL,N711ZX,SFO,2,408,2586,955,957,1183,53,39,59,S,16,0,30.31,Mostly Cloudy,29,37,24,0
11,4,1,DL,N727TW,SEA,3,392,2422,955,958,1167,53,39,59,S,16,0,30.31,Mostly Cloudy,29,37,27,0
11,4,1,DL,N709TW,SLC,1,325,1990,960,961,1165,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,21,0
11,4,1,9E,N294PQ,IND,0,149,665,965,965,1114,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,21,0
11,4,1,B6,N184JB,ORD,12,173,740,959,971,1072,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,18,0
11,4,1,B6,N954JB,MCO,-6,176,944,978,972,1154,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,18,0
11,4,1,AA,N115NN,SFO,-7,407,2586,980,973,1207,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,18,0
11,4,1,MQ,N623AE,BWI,19,78,184,959,978,1037,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,19,1
11,4,1,AA,N554UW,PHX,-5,346,2153,985,980,1211,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,22,0
11,4,1,B6,N978JB,SAN,-7,365,2446,990,983,1175,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,13,0
11,4,1,MQ,N809AE,CVG,-5,141,589,995,990,1136,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,13,0
11,4,1,9E,N606LR,BUF,-2,104,301,997,995,1101,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,13,0
11,4,1,MQ,N827AE,RDU,9,116,427,986,995,1102,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,14,0
11,4,1,B6,N595JB,BUR,12,377,2465,990,1002,1187,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,11,0
11,4,1,DL,N183DN,LAX,-9,382,2475,1015,1006,1217,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,20,0
11,4,1,9E,N8946A,PWM,0,85,273,1008,1008,1093,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,20,0
11,4,1,AS,N251AK,SFO,-11,405,2586,1020,1009,1245,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,31,0
11,4,1,DL,N373DA,SAN,-5,371,2446,1015,1010,1206,53,39,59,S,16,0,30.31,Mostly Cloudy,31,37,24,0
11,4,1,AA,N107NN,LAX,-8,384,2475,1020,1012,1224,53,40,61,S,18,0,30.3,Mostly Cloudy,31,37,20,0
11,4,1,AS,N273AK,LAX,-2,390,2475,1015,1013,1225,53,40,61,S,18,0,30.3,Mostly Cloudy,31,37,22,0
11,4,1,9E,N298PQ,SYR,-5,90,209,1019,1014,1109,53,40,61,S,18,0,30.3,Mostly Cloudy,31,37,22,0
11,4,1,B6,N623JB,RSW,-4,192,1074,1019,1015,1211,53,40,61,S,18,0,30.3,Mostly Cloudy,31,37,14,0
11,4,1,AA,N960AN,CLT,-2,134,541,1021,1019,1155,53,40,61,S,18,0,30.3,Mostly Cloudy,31,37,22,0
11,4,1,DL,N816DN,ATL,7,156,760,1015,1022,1171,53,40,61,S,18,0,30.3,Mostly Cloudy,36,28,24,0
11,4,1,DL,N364NB,BOS,-5,84,187,1035,1030,1119,53,40,61,S,18,0,30.3,Mostly Cloudy,36,28,26,0
11,4,1,DL,N125DU,MSP,11,195,1029,1020,1031,1155,53,40,61,S,18,0,30.3,Mostly Cloudy,36,28,24,0
11,4,1,B6,N355JB,BOS,17,71,187,1020,1037,1091,53,40,61,S,18,0,30.3,Mostly Cloudy,36,28,21,1
11,4,1,B6,N972JT,TPA,-3,183,1005,1041,1038,1224,53,40,61,S,18,0,30.3,Mostly Cloudy,36,28,19,0
11,4,1,9E,N186PQ,DTW,-1,137,509,1040,1039,1177,53,40,61,S,18,0,30.3,Mostly Cloudy,36,28,22,0
11,4,1,DL,N712TW,SFO,10,404,2586,1035,1045,1259,53,40,61,S,18,0,30.3,Mostly Cloudy,36,28,15,0
11,4,1,9E,N133EV,ROC,28,96,264,1019,1047,1115,53,40,61,S,18,0,30.3,Mostly Cloudy,36,28,15,1
11,4,1,9E,N835AY,BWI,-8,81,184,1055,1047,1136,53,40,61,S,18,0,30.3,Mostly Cloudy,36,28,20,0
